발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2020,남녀전체,00. All cancers,모든암,연령전체,247952,482.9
2020,남자,00. All cancers,모든암,00-04세,212,23.5
2020,남자,00. All cancers,모든암,05-09세,116,9.8
2020,남자,00. All cancers,모든암,10-14세,185,15.5
2020,남자,00. All cancers,모든암,15-19세,266,20.1
2020,남자,00. All cancers,모든암,20-24세,437,25.6
2020,남자,00. All cancers,모든암,25-29세,1006,54.3
2020,남자,00. All cancers,모든암,30-34세,1557,95.9
2020,남자,00. All cancers,모든암,35-39세,2577,133.3
2020,남자,00. All cancers,모든암,40-44세,3608,183.9
2020,남자,00. All cancers,모든암,45-49세,5301,238.3
2020,남자,00. All cancers,모든암,50-54세,8641,395.6
2020,남자,00. All cancers,모든암,55-59세,13498,638.1
2020,남자,00. All cancers,모든암,60-64세,18673,993.8
2020,남자,00. All cancers,모든암,65-69세,19063,1498.9
2020,남자,00. All cancers,모든암,70-74세,19497,2086.8
2020,남자,00. All cancers,모든암,75-79세,17728,2599
2020,남자,00. All cancers,모든암,80-84세,12169,2943.8
2020,남자,00. All cancers,모든암,85세이상,6082,2836.7
2020,남자,00. All cancers,모든암,연령전체,130618,510.1
2020,여자,00. All cancers,모든암,00-04세,155,18.1
2020,여자,00. All cancers,모든암,05-09세,146,13
2020,여자,00. All cancers,모든암,10-14세,152,13.5
2020,여자,00. All cancers,모든암,15-19세,284,23.2
2020,여자,00. All cancers,모든암,20-24세,860,55
2020,여자,00. All cancers,모든암,25-29세,2094,126.7
2020,여자,00. All cancers,모든암,30-34세,3160,209.7
2020,여자,00. All cancers,모든암,35-39세,5770,311.4
2020,여자,00. All cancers,모든암,40-44세,8576,451
2020,여자,00. All cancers,모든암,45-49세,11325,525.3
2020,여자,00. All cancers,모든암,50-54세,12428,578.8
2020,여자,00. All cancers,모든암,55-59세,12915,617.3
2020,여자,00. All cancers,모든암,60-64세,13317,691.5
2020,여자,00. All cancers,모든암,65-69세,10482,768.6
2020,여자,00. All cancers,모든암,70-74세,9816,920.5
2020,여자,00. All cancers,모든암,75-79세,10032,1089.8
2020,여자,00. All cancers,모든암,80-84세,8541,1224.5
2020,여자,00. All cancers,모든암,85세이상,7280,1276.3
2020,여자,00. All cancers,모든암,연령전체,117334,455.8
1999-2020,남녀전체,00. All cancers,모든암,00-04세,10469,19.4
1999-2020,남녀전체,00. All cancers,모든암,05-09세,6140,9.9
1999-2020,남녀전체,00. All cancers,모든암,10-14세,8029,12.1
1999-2020,남녀전체,00. All cancers,모든암,15-19세,12916,17.8
1999-2020,남녀전체,00. All cancers,모든암,20-24세,23180,29.7
1999-2020,남녀전체,00. All cancers,모든암,25-29세,49957,60.7
1999-2020,남녀전체,00. All cancers,모든암,30-34세,96892,109.9
1999-2020,남녀전체,00. All cancers,모든암,35-39세,161667,174
1999-2020,남녀전체,00. All cancers,모든암,40-44세,251783,268.7
1999-2020,남녀전체,00. All cancers,모든암,45-49세,336084,379.1
1999-2020,남녀전체,00. All cancers,모든암,50-54세,410152,530.2
1999-2020,남녀전체,00. All cancers,모든암,55-59세,456946,695.7
1999-2020,남녀전체,00. All cancers,모든암,60-64세,494501,937.2
1999-2020,남녀전체,00. All cancers,모든암,65-69세,505981,1228.2
1999-2020,남녀전체,00. All cancers,모든암,70-74세,489032,1539.8
1999-2020,남녀전체,00. All cancers,모든암,75-79세,399578,1766
1999-2020,남녀전체,00. All cancers,모든암,80-84세,244390,1841.1
1999-2020,남녀전체,00. All cancers,모든암,85세이상,140701,1651.6
1999-2020,남녀전체,00. All cancers,모든암,연령전체,4098409,375.2
1999-2020,남자,00. All cancers,모든암,00-04세,5846,20.9
1999-2020,남자,00. All cancers,모든암,05-09세,3460,10.7
1999-2020,남자,00. All cancers,모든암,10-14세,4357,12.5
1999-2020,남자,00. All cancers,모든암,15-19세,6439,16.9
1999-2020,남자,00. All cancers,모든암,20-24세,8463,20.8
1999-2020,남자,00. All cancers,모든암,25-29세,15051,35.4
1999-2020,남자,00. All cancers,모든암,30-34세,28230,62.7
1999-2020,남자,00. All cancers,모든암,35-39세,48868,103.1
1999-2020,남자,00. All cancers,모든암,40-44세,82610,173
1999-2020,남자,00. All cancers,모든암,45-49세,126982,282.1
1999-2020,남자,00. All cancers,모든암,50-54세,191283,490.3
1999-2020,남자,00. All cancers,모든암,55-59세,253227,776.3
1999-2020,남자,00. All cancers,모든암,60-64세,304239,1192.2
1999-2020,남자,00. All cancers,모든암,65-69세,328946,1730.7
1999-2020,남자,00. All cancers,모든암,70-74세,314126,2311.4
1999-2020,남자,00. All cancers,모든암,75-79세,242787,2783.8
1999-2020,남자,00. All cancers,모든암,80-84세,133385,3019.3
1999-2020,남자,00. All cancers,모든암,85세이상,61764,2842.9
1999-2020,남자,00. All cancers,모든암,연령전체,2160069,395.1
1999-2020,여자,00. All cancers,모든암,00-04세,4623,17.8
1999-2020,여자,00. All cancers,모든암,05-09세,2680,9
1999-2020,여자,00. All cancers,모든암,10-14세,3672,11.6
1999-2020,여자,00. All cancers,모든암,15-19세,6477,18.7
1999-2020,여자,00. All cancers,모든암,20-24세,14717,39.4
1999-2020,여자,00. All cancers,모든암,25-29세,34906,87.5
1999-2020,여자,00. All cancers,모든암,30-34세,68662,159.3
1999-2020,여자,00. All cancers,모든암,35-39세,112799,247.8
1999-2020,여자,00. All cancers,모든암,40-44세,169173,368
1999-2020,여자,00. All cancers,모든암,45-49세,209102,479.2
1999-2020,여자,00. All cancers,모든암,50-54세,218869,570.8
1999-2020,여자,00. All cancers,모든암,55-59세,203719,616.2
1999-2020,여자,00. All cancers,모든암,60-64세,190262,698.4
1999-2020,여자,00. All cancers,모든암,65-69세,177035,797.8
1999-2020,여자,00. All cancers,모든암,70-74세,174906,962.7
1999-2020,여자,00. All cancers,모든암,75-79세,156791,1127.6
1999-2020,여자,00. All cancers,모든암,80-84세,111005,1253.4
1999-2020,여자,00. All cancers,모든암,85세이상,78937,1243.8
1999-2020,여자,00. All cancers,모든암,연령전체,1938340,355.4
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.1
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,5,0.2
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,16,0.4
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,19,0.5
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,26,0.6
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,44,1
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,87,1.9
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,129,3.3
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,141,5.2
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,193,8.7
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,267,12.6
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,281,16.1
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,220,18
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,152,18.2
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,89,15.7
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,51,17.2
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,15,8.3
1999,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,1739,3.7
1999,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
1999,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
1999,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.2
1999,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,6,0.3
1999,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,9,0.4
1999,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,11,0.5
1999,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,29,1.3
1999,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,55,2.4
1999,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,89,4.5
1999,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,107,7.8
1999,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,153,13.7
1999,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,217,21.3
1999,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,236,29.5
1999,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,176,35.1
1999,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,110,35.1
1999,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,61,30.3
1999,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,35,38.7
1999,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,8,19.3
1999,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1306,5.5
1999,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
1999,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.2
1999,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,2,0.1
1999,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,10,0.5
1999,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,10,0.5
1999,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,15,0.7
1999,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,15,0.7
1999,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,32,1.5
1999,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,40,2.1
1999,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,34,2.6
1999,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,40,3.6
1999,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,50,4.6
1999,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,45,4.8
1999,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,44,6.1
1999,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,42,8
1999,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,28,7.6
1999,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,16,7.7
1999,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,7,5
1999,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,433,1.8
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.1
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,14,0.4
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,20,0.5
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,35,0.8
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,55,1.2
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,87,2
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,116,2.9
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,115,4
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,189,8.2
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,271,13
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,309,17.2
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,282,21.7
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,235,26.6
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,195,33.2
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,167,54
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,111,59.4
2000,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,2207,4.6
2000,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2000,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
2000,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.2
2000,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,8,0.4
2000,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,9,0.4
2000,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,17,0.7
2000,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,30,1.3
2000,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,51,2.3
2000,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,76,3.7
2000,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,76,5.2
2000,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,150,12.9
2000,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,221,21.9
2000,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,241,29
2000,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,222,40.8
2000,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,158,48
2000,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,113,54.6
2000,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,80,83.3
2000,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,35,81
2000,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1491,6.2
2000,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2000,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2000,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,0,
2000,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,6,0.3
2000,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,11,0.6
2000,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,18,0.8
2000,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,25,1.1
2000,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,36,1.7
2000,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,40,2
2000,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,39,2.7
2000,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,39,3.4
2000,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,50,4.6
2000,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,68,7
2000,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,60,7.9
2000,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,77,13.9
2000,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,82,21.6
2000,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,87,40.8
2000,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,76,52.9
2000,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,716,3
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,3,0.1
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,5,0.1
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.1
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,8,0.2
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,32,0.8
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,27,0.6
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,47,1
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,84,2
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,137,3.2
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,156,4.9
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,171,7.1
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,237,11.5
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,308,16.7
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,289,20.8
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,178,19.2
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,96,15.9
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,60,18.5
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,24,12.2
2001,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,1866,3.9
2001,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,3,0.2
2001,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.1
2001,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.2
2001,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,3,0.2
2001,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,15,0.7
2001,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,11,0.5
2001,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,27,1.2
2001,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,59,2.7
2001,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,95,4.4
2001,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,117,7.3
2001,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,131,10.9
2001,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,189,18.9
2001,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,250,29.1
2001,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,228,38.4
2001,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,130,37.6
2001,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,71,33.6
2001,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,41,40.2
2001,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,12,26.2
2001,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1387,5.8
2001,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2001,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.2
2001,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,1,0.1
2001,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,5,0.3
2001,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,17,0.9
2001,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,16,0.8
2001,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,20,0.9
2001,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,25,1.2
2001,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,42,2
2001,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,39,2.5
2001,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,40,3.4
2001,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,48,4.5
2001,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,58,5.9
2001,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,61,7.6
2001,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,48,8.2
2001,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,25,6.4
2001,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,19,8.5
2001,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,12,8
2001,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,479,2
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,4,0.1
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.1
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,7,0.2
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,11,0.3
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,26,0.6
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,37,0.9
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,59,1.3
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,77,1.8
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,115,2.6
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,166,4.9
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,203,8.2
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,261,12.8
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,306,15.7
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,313,21.3
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,193,19.8
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,128,20.6
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,56,16.2
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,24,11.6
2002,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,1989,4.1
2002,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,3,0.2
2002,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.1
2002,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,6,0.3
2002,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,5,0.3
2002,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,10,0.5
2002,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,21,1
2002,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,32,1.4
2002,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,45,2.1
2002,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,82,3.7
2002,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,121,7.1
2002,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,155,12.5
2002,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,208,21
2002,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,253,27.8
2002,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,260,40.8
2002,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,151,41.2
2002,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,85,39.3
2002,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,39,35.7
2002,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,15,30.4
2002,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1493,6.2
2002,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2002,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2002,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,1,0.1
2002,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,6,0.4
2002,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,16,0.8
2002,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,16,0.8
2002,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,27,1.2
2002,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,32,1.6
2002,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,33,1.5
2002,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,45,2.7
2002,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,48,3.9
2002,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,53,5.1
2002,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,53,5.1
2002,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,53,6.4
2002,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,42,6.9
2002,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,43,10.6
2002,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,17,7.2
2002,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,9,5.7
2002,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,496,2.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,2,0.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,13,0.4
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,25,0.6
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,39,1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,51,1.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,77,1.8
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,144,3.2
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,188,5.3
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,214,8.4
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,230,11.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,318,15.7
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,315,20.4
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,243,23.7
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,118,18.3
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,71,18.9
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,35,16.1
2003,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,2090,4.3
2003,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2003,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2003,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,1,0.1
2003,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,10,0.6
2003,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,17,0.8
2003,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,23,1.1
2003,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,29,1.2
2003,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,47,2.2
2003,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,99,4.4
2003,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,139,7.7
2003,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,160,12.5
2003,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,190,18.7
2003,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,263,27.7
2003,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,259,38.2
2003,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,189,48.2
2003,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,91,40.8
2003,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,45,37.9
2003,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,23,43.8
2003,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,1587,6.5
2003,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2003,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.1
2003,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.2
2003,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,3,0.2
2003,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,8,0.4
2003,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,16,0.8
2003,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,22,1
2003,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,30,1.4
2003,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,45,2.1
2003,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,49,2.8
2003,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,54,4.3
2003,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,40,3.8
2003,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,55,5.1
2003,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,56,6.5
2003,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,54,8.5
2003,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,27,6.4
